sample_index,timestamp_ms,piezo_ch0,piezo_ch1,piezo_ch2,piezo_ch3
130,650,644.0,327.0,658.0,646.0
131,655,659.0,244.0,639.0,645.0
132,660,646.0,248.0,643.0,653.0
133,665,645.0,269.0,640.0,655.0
134,670,647.0,237.0,641.0,646.0
135,675,635.0,323.0,630.0,643.0
136,680,647.0,236.0,641.0,650.0
137,685,647.0,270.0,643.0,659.0
138,690,661.0,264.0,654.0,637.0
139,695,660.0,244.0,644.0,644.0
140,700,650.0,301.0,645.0,642.0
141,705,646.0,253.0,652.0,666.0
142,710,647.0,282.0,640.0,644.0
143,715,640.0,279.0,641.0,649.0
144,720,642.0,247.0,645.0,639.0
145,725,644.0,305.0,646.0,651.0
146,730,643.0,239.0,646.0,652.0
147,735,644.0,267.0,643.0,636.0
148,740,648.0,269.0,649.0,642.0
149,745,648.0,240.0,659.0,654.0
150,750,641.0,311.0,642.0,645.0
151,755,649.0,212.0,659.0,637.0
152,760,651.0,268.0,644.0,646.0
153,765,647.0,284.0,647.0,655.0
154,770,641.0,240.0,639.0,636.0
155,775,652.0,304.0,647.0,648.0
156,780,652.0,242.0,661.0,645.0
157,785,637.0,266.0,643.0,634.0
158,790,649.0,273.0,655.0,651.0
159,795,644.0,274.0,649.0,640.0
160,800,648.0,308.0,647.0,649.0
161,805,656.0,233.0,663.0,649.0
162,810,653.0,271.0,641.0,651.0
163,815,650.0,264.0,653.0,647.0
164,820,650.0,248.0,656.0,638.0
165,825,641.0,295.0,651.0,649.0
166,830,651.0,234.0,636.0,650.0
167,835,645.0,270.0,626.0,645.0
168,840,649.0,274.0,640.0,640.0
169,845,651.0,273.0,656.0,651.0
170,850,649.0,311.0,651.0,648.0
171,855,647.0,241.0,650.0,646.0
172,860,649.0,272.0,655.0,646.0
173,865,650.0,263.0,648.0,654.0
174,870,643.0,244.0,642.0,654.0
175,875,654.0,297.0,639.0,655.0
176,880,655.0,264.0,647.0,632.0
177,885,641.0,287.0,632.0,666.0
178,890,643.0,255.0,644.0,648.0
179,895,645.0,258.0,658.0,640.0
180,900,647.0,297.0,633.0,648.0
181,905,651.0,239.0,649.0,648.0
182,910,645.0,286.0,648.0,650.0
183,915,649.0,263.0,646.0,655.0
184,920,648.0,241.0,628.0,635.0
185,925,642.0,312.0,659.0,649.0
186,930,649.0,250.0,631.0,649.0
187,935,642.0,273.0,631.0,647.0
188,940,646.0,254.0,642.0,649.0
189,945,648.0,252.0,639.0,636.0
190,950,646.0,310.0,658.0,633.0
191,955,650.0,256.0,654.0,644.0
192,960,644.0,269.0,638.0,646.0
193,965,650.0,263.0,652.0,641.0
194,970,640.0,249.0,647.0,631.0
195,975,647.0,325.0,646.0,647.0
196,980,640.0,237.0,651.0,651.0
197,985,645.0,274.0,642.0,646.0
198,990,650.0,248.0,654.0,651.0
199,995,646.0,242.0,646.0,636.0
