sample_index,timestamp_ms,piezo_ch0,piezo_ch1,piezo_ch2,piezo_ch3
106,530,650.0,280.0,652.0,652.0
107,535,650.0,255.0,657.0,658.0
108,540,645.0,239.0,636.0,644.0
109,545,647.0,328.0,635.0,645.0
110,550,644.0,238.0,655.0,651.0
111,555,655.0,295.0,640.0,644.0
112,560,641.0,259.0,661.0,638.0
113,565,638.0,248.0,655.0,643.0
114,570,648.0,287.0,647.0,638.0
115,575,646.0,241.0,642.0,650.0
116,580,648.0,285.0,646.0,657.0
117,585,644.0,243.0,648.0,654.0
118,590,645.0,216.0,645.0,646.0
119,595,649.0,286.0,640.0,648.0
120,600,646.0,254.0,649.0,660.0
121,605,643.0,288.0,645.0,656.0
122,610,647.0,264.0,640.0,638.0
123,615,645.0,251.0,649.0,648.0
124,620,643.0,289.0,648.0,659.0
125,625,643.0,231.0,646.0,654.0
126,630,645.0,281.0,641.0,653.0
127,635,638.0,243.0,647.0,650.0
128,640,647.0,247.0,644.0,655.0
129,645,652.0,289.0,647.0,647.0
130,650,661.0,230.0,656.0,650.0
131,655,646.0,286.0,650.0,648.0
132,660,652.0,257.0,635.0,649.0
133,665,643.0,268.0,659.0,651.0
134,670,652.0,294.0,646.0,645.0
135,675,651.0,237.0,639.0,647.0
136,680,652.0,291.0,640.0,648.0
137,685,654.0,261.0,664.0,646.0
138,690,641.0,266.0,645.0,660.0
139,695,647.0,298.0,653.0,644.0
140,700,645.0,237.0,644.0,634.0
141,705,639.0,311.0,648.0,638.0
142,710,647.0,247.0,646.0,645.0
143,715,640.0,247.0,652.0,652.0
144,720,656.0,308.0,634.0,641.0
145,725,645.0,240.0,644.0,642.0
146,730,648.0,304.0,652.0,651.0
147,735,649.0,264.0,641.0,642.0
148,740,648.0,265.0,649.0,653.0
149,745,648.0,308.0,650.0,649.0
150,750,642.0,241.0,647.0,642.0
151,755,642.0,278.0,650.0,655.0
152,760,653.0,244.0,641.0,637.0
153,765,645.0,248.0,640.0,651.0
154,770,651.0,295.0,646.0,647.0
155,775,645.0,229.0,647.0,643.0
156,780,656.0,293.0,642.0,643.0
157,785,635.0,247.0,664.0,650.0
158,790,654.0,230.0,654.0,645.0
159,795,645.0,305.0,651.0,652.0
160,800,641.0,237.0,649.0,644.0
161,805,647.0,309.0,638.0,671.0
162,810,647.0,253.0,638.0,660.0
163,815,641.0,253.0,638.0,650.0
164,820,645.0,304.0,646.0,647.0
165,825,652.0,242.0,641.0,634.0
166,830,645.0,302.0,646.0,645.0
167,835,639.0,254.0,646.0,654.0
168,840,650.0,236.0,638.0,649.0
169,845,648.0,300.0,652.0,653.0
170,850,645.0,237.0,644.0,650.0
171,855,655.0,287.0,623.0,655.0
172,860,646.0,217.0,665.0,651.0
173,865,654.0,233.0,639.0,648.0
174,870,646.0,302.0,651.0,650.0
175,875,658.0,239.0,642.0,645.0
176,880,643.0,295.0,644.0,660.0
177,885,645.0,246.0,633.0,646.0
178,890,650.0,216.0,657.0,639.0
179,895,655.0,290.0,637.0,644.0
180,900,647.0,233.0,651.0,645.0
181,905,651.0,300.0,643.0,653.0
182,910,645.0,244.0,644.0,641.0
183,915,647.0,245.0,660.0,638.0
184,920,645.0,295.0,644.0,641.0
185,925,643.0,238.0,641.0,661.0
186,930,645.0,305.0,654.0,648.0
187,935,646.0,243.0,649.0,640.0
188,940,648.0,242.0,648.0,645.0
189,945,651.0,286.0,647.0,649.0
190,950,650.0,237.0,644.0,652.0
191,955,652.0,315.0,641.0,647.0
192,960,651.0,232.0,643.0,640.0
193,965,635.0,248.0,656.0,626.0
194,970,649.0,294.0,663.0,638.0
195,975,646.0,245.0,644.0,646.0
196,980,646.0,308.0,649.0,638.0
197,985,641.0,240.0,662.0,656.0
198,990,653.0,248.0,644.0,652.0
199,995,647.0,312.0,660.0,643.0
