sample_index,timestamp_ms,piezo_ch0,piezo_ch1,piezo_ch2,piezo_ch3
115,575,646.0,257.0,645.0,651.0
116,580,650.0,314.0,645.0,651.0
117,585,644.0,236.0,656.0,663.0
118,590,645.0,254.0,647.0,655.0
119,595,652.0,266.0,662.0,655.0
120,600,639.0,241.0,644.0,635.0
121,605,650.0,319.0,648.0,649.0
122,610,648.0,242.0,664.0,659.0
123,615,659.0,241.0,647.0,646.0
124,620,652.0,268.0,650.0,645.0
125,625,645.0,245.0,642.0,648.0
126,630,649.0,305.0,651.0,649.0
127,635,647.0,230.0,642.0,644.0
128,640,644.0,265.0,651.0,652.0
129,645,636.0,271.0,645.0,648.0
130,650,645.0,235.0,646.0,641.0
131,655,650.0,311.0,646.0,646.0
132,660,649.0,237.0,650.0,652.0
133,665,650.0,263.0,645.0,656.0
134,670,652.0,295.0,664.0,658.0
135,675,640.0,244.0,656.0,641.0
136,680,644.0,304.0,646.0,644.0
137,685,633.0,244.0,653.0,649.0
138,690,643.0,265.0,644.0,662.0
139,695,648.0,269.0,654.0,644.0
140,700,647.0,260.0,643.0,665.0
141,705,650.0,301.0,658.0,646.0
142,710,639.0,245.0,650.0,646.0
143,715,652.0,277.0,641.0,651.0
144,720,646.0,280.0,657.0,639.0
145,725,640.0,213.0,642.0,640.0
146,730,643.0,314.0,645.0,644.0
147,735,652.0,250.0,644.0,652.0
148,740,648.0,261.0,627.0,653.0
149,745,648.0,262.0,657.0,645.0
150,750,643.0,254.0,642.0,648.0
151,755,648.0,311.0,641.0,646.0
152,760,653.0,241.0,648.0,643.0
153,765,648.0,249.0,652.0,647.0
154,770,642.0,266.0,635.0,646.0
155,775,647.0,254.0,649.0,651.0
156,780,651.0,302.0,626.0,642.0
157,785,649.0,239.0,642.0,638.0
158,790,638.0,287.0,644.0,640.0
159,795,646.0,267.0,650.0,632.0
160,800,646.0,243.0,650.0,642.0
161,805,645.0,303.0,671.0,650.0
162,810,640.0,243.0,639.0,647.0
163,815,640.0,281.0,649.0,636.0
164,820,637.0,266.0,664.0,648.0
165,825,640.0,237.0,647.0,635.0
166,830,647.0,303.0,649.0,651.0
167,835,646.0,234.0,642.0,628.0
168,840,647.0,284.0,643.0,646.0
169,845,646.0,273.0,643.0,644.0
170,850,642.0,245.0,649.0,641.0
171,855,646.0,303.0,657.0,635.0
172,860,638.0,245.0,660.0,650.0
173,865,648.0,276.0,654.0,649.0
174,870,642.0,267.0,647.0,630.0
175,875,647.0,260.0,643.0,650.0
176,880,658.0,315.0,648.0,648.0
177,885,653.0,234.0,644.0,649.0
178,890,642.0,288.0,654.0,654.0
179,895,654.0,284.0,651.0,653.0
180,900,645.0,246.0,634.0,641.0
181,905,643.0,304.0,639.0,636.0
182,910,650.0,231.0,641.0,636.0
183,915,645.0,272.0,654.0,648.0
184,920,657.0,270.0,654.0,645.0
185,925,649.0,243.0,638.0,650.0
186,930,648.0,308.0,653.0,646.0
187,935,644.0,246.0,666.0,654.0
188,940,649.0,270.0,657.0,645.0
189,945,642.0,267.0,628.0,645.0
190,950,647.0,250.0,639.0,643.0
191,955,651.0,317.0,633.0,647.0
192,960,641.0,239.0,638.0,648.0
193,965,648.0,287.0,650.0,650.0
194,970,646.0,248.0,641.0,647.0
195,975,650.0,226.0,639.0,649.0
196,980,657.0,305.0,652.0,659.0
197,985,642.0,227.0,644.0,649.0
198,990,641.0,289.0,655.0,645.0
199,995,644.0,263.0,647.0,641.0
