stat_mean,stat_std,stat_var,stat_max,stat_min,stat_range,stat_rms,stat_skewness,stat_kurtosis,stat_zero_crossings,stat_zcr,stat_peak_count,stat_peak_mean,stat_energy,stat_power,stat_smoothed_rms_mean,stat_smoothed_rms_std,stat_smoothed_rms_max,stat_signal_entropy,fft_total_energy,fft_sub_bass_energy,fft_sub_bass_ratio,fft_bass_energy,fft_bass_ratio,fft_low_mid_energy,fft_low_mid_ratio,fft_high_mid_energy,fft_high_mid_ratio,fft_high_energy,fft_high_ratio,fft_centroid,fft_spread,fft_rolloff,fft_dominant_freq,fft_dominant_magnitude,fft_flatness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_mean,mfcc_std,mfcc_max,mfcc_min,lif_low_spike_count,lif_low_spike_rate,lif_low_isi_mean,lif_low_isi_std,lif_low_isi_cv,lif_low_isi_min,lif_low_isi_max,lif_low_burst_count,lif_low_burst_ratio,lif_low_first_spike_time,lif_low_last_spike_time,lif_low_spike_duration,lif_low_potential_mean,lif_low_potential_max,lif_low_potential_std,lif_mid_spike_count,lif_mid_spike_rate,lif_mid_isi_mean,lif_mid_isi_std,lif_mid_isi_cv,lif_mid_isi_min,lif_mid_isi_max,lif_mid_burst_count,lif_mid_burst_ratio,lif_mid_first_spike_time,lif_mid_last_spike_time,lif_mid_spike_duration,lif_mid_potential_mean,lif_mid_potential_max,lif_mid_potential_std,lif_high_spike_count,lif_high_spike_rate,lif_high_isi_mean,lif_high_isi_std,lif_high_isi_cv,lif_high_isi_min,lif_high_isi_max,lif_high_burst_count,lif_high_burst_ratio,lif_high_first_spike_time,lif_high_last_spike_time,lif_high_spike_duration,lif_high_potential_mean,lif_high_potential_max,lif_high_potential_std,lif_total_spikes,lif_low_high_ratio,_label,_class,_timestamp
-0.0011828669640099,0.2721143485207295,0.074046218670861,1.0,-0.8046540132436474,1.8046540132436475,0.2721169194392653,0.4942212118327353,0.9320711497157346,116.0,0.58,54.0,0.3743328836880951,14.80952356902312,0.0740476178451156,0.2453153563873704,0.1131596368436177,0.4048651965478546,4.015424009428886,0.1415939027626987,9.408902856318253e-05,0.0006644991532892,0.0122780498480474,0.0867131253522495,0.0717285525077877,0.5065793869481917,0.0159969241167994,0.1129774926277117,0.0414906905644827,0.2930259688138942,51.70755994407987,26.83815138674665,98.0,98.0,0.1230961840356384,0.6139511216617407,15.212137665940553,-0.2612215509701842,-4.570254991850154,-5.304403489920322,-0.7552940564511413,-2.860469952746706,0.1175893022355954,-3.1388672259988635,-0.1842833035809862,-0.3489425275812747,-2.0170880235528323,0.1386556911846236,0.5026762410948356,-0.2669050940151428,4.825338124078917,15.212137665940553,-5.304403489920322,12.0,12.0,40.0,15.954480704349312,0.3988620176087328,20.0,65.0,0.0,0.0,0.29,0.73,0.44,-0.0399263737434775,0.2982695968213888,0.1706547605567643,5.0,5.0,97.5,52.5,0.5384615384615384,45.0,170.0,0.0,0.0,0.34,0.73,0.3899999999999999,-0.0443645933632735,0.4486149168053673,0.2048184535849241,2.0,2.0,395.0,0.0,0.0,395.0,395.0,0.0,0.0,0.34,0.735,0.3949999999999999,-0.057670422416767,0.6132953252621781,0.2352509973997769,19.0,4.0,Sameer,HOME,2025-12-04 08:43:57
0.0013275075294915,0.2408132343627206,0.0579910138442346,1.0,-0.8147067983203947,1.8147067983203948,0.2408168933452873,0.3646163364761811,1.659177616672225,148.0,0.74,58.0,0.3029424872483298,11.598555224095096,0.0579927761204754,0.223613216987246,0.081282000822989,0.4633825692205974,3.871877605944159,0.1118836466404313,7.108709231859146e-05,0.0006353662433216,0.008028627820616,0.0717587248406586,0.0390329411188668,0.3488708337280315,0.0214780441829423,0.1919676807886959,0.043265897320724,0.3867043896155836,57.636848204034585,26.690336559672204,97.0,97.0,0.1301179055935079,0.7021859229306703,14.974242637546318,-3.2775005284769776,-3.1829098636754294,-3.649677773363599,0.7836401296811295,-1.4227325233096684,-2.165243990055854,-3.1110871337961763,-0.864593331203251,-0.9826610023614232,0.2175759135356429,-0.0001205380568288,0.5028952085338952,-0.1675517534617093,4.616649219396807,14.974242637546318,-3.649677773363599,6.0,6.0,85.0,31.622776601683796,0.3720326659021623,55.0,140.0,0.0,0.0,0.305,0.73,0.425,-0.0332110601120647,0.2830621671772014,0.1697781361673368,4.0,4.0,70.0,28.57738033247041,0.408248290463863,45.0,110.0,0.0,0.0,0.38,0.59,0.2099999999999999,-0.022987014138352,0.4799838188690991,0.1827716890456346,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0407556769676531,0.6169588087865877,0.190068988252198,11.0,3.0,Sameer,HOME,2025-12-04 08:43:59
0.0013420676376959,0.2275761320764243,0.0517908958908661,1.0,-0.8032183494479851,1.803218349447985,0.2275800892793794,0.4159122906148333,2.776912900167056,106.0,0.53,70.0,0.2517530164949693,10.358539407282056,0.0517926970364102,0.2051255266753561,0.0973151716543289,0.3849287563855113,3.7572359437870704,0.1035884903497163,0.0005500922309603,0.0053103605291684,0.0358038734602653,0.3456356329243463,0.0337667949450246,0.3259705281776994,0.0178629347843651,0.1724413079755813,0.0155975903469244,0.1505726194021115,47.77573665951033,26.49555279320624,80.0,23.0,0.0807088942900074,0.7249642261576039,15.774069303926224,1.0419504354376286,-2.756479618733834,-2.9938670863818544,-0.7597746619692536,-2.0864643469112885,-2.451150359849195,-1.745448652381704,0.7081672285424174,-1.3313110910618322,0.9107450727383748,-0.221098494270212,-0.3040189092791734,0.2911783707543305,4.662420293679586,15.774069303926224,-2.9938670863818544,11.0,11.0,68.5,38.73306081372863,0.5654461432661113,20.0,165.0,0.0,0.0,0.14,0.825,0.6849999999999999,-0.0821007032713013,0.2884220971613109,0.2149814665659078,7.0,7.0,87.5,41.90763653560053,0.4789444175497203,40.0,170.0,0.0,0.0,0.15,0.675,0.525,-0.0308505751836616,0.4961717739679324,0.1992630706605204,3.0,3.0,215.0,165.0,0.7674418604651163,50.0,380.0,0.0,0.0,0.245,0.675,0.43,0.0147687234211242,0.6748632610541939,0.2530684969381827,21.0,2.75,Sameer,HOME,2025-12-04 08:44:00
0.000182199409544,0.2690554319107683,0.0723908254406901,1.0,-0.643820731638405,1.643820731638405,0.2690554936018124,1.1443905539689292,3.5072124184335074,128.0,0.64,54.0,0.3388838656752145,14.47817172746299,0.0723908586373149,0.2354313965322249,0.1294647649792893,0.4707545203867122,3.920647141425965,0.1447689590335789,5.780779294095784e-05,0.0003993106898531,0.0102852923940716,0.0710462550509975,0.0678958467102614,0.4689945076389866,0.0433647543266228,0.2995445611141684,0.0231651250231825,0.1600144475847756,54.65183067437743,23.968758549040132,83.0,45.0,0.0940531182663895,0.6772857396991121,16.909026649030242,-3.4355584190920303,-5.335240103565317,-3.8179651635321834,-1.0805023159416534,-1.797176711811348,-1.530322863120406,-2.1463334270276366,-0.8728665724381091,0.0013509157630305,-0.6091562428270203,0.1199265377532557,0.3169102348706407,-0.2521467293798873,5.207443810265296,16.909026649030242,-5.335240103565317,11.0,11.0,42.0,16.76305461424021,0.3991203479581002,20.0,80.0,0.0,0.0,0.265,0.685,0.42,-0.0330576176177107,0.2867604713878897,0.1805702647776893,5.0,5.0,67.5,36.82729965664059,0.5455896245428236,35.0,130.0,0.0,0.0,0.35,0.62,0.27,-0.0262785539711613,0.4725272401774072,0.2022763527366974,3.0,3.0,90.0,40.0,0.4444444444444444,50.0,130.0,0.0,0.0,0.44,0.62,0.18,0.0419029492874626,0.6384128188188936,0.2142662748616914,19.0,2.75,Sameer,HOME,2025-12-04 08:44:01
0.0002429824944095,0.2251334443052172,0.0506850677447303,1.0,-0.9253728952429008,1.925372895242901,0.2251335754285063,0.832746760100475,5.873161322724659,129.0,0.645,36.0,0.37593733336063,10.137025357044587,0.0506851267852229,0.1865155370050751,0.1259933295372542,0.4067308398097826,3.349112531974884,0.1005760967012591,5.284785896182623e-05,0.0005254514804472,0.0063464987739761,0.0631014622342816,0.0524275301081976,0.521272268218916,0.0294306344737843,0.2926205670114638,0.0123183493243689,0.1224779019682011,52.37206101758571,23.54917378864627,74.0,38.0,0.086439753764782,0.6550242690299285,15.404200552851105,-2.9510385163231048,-5.600078357929986,-4.134918749082607,-1.8385498570455845,-1.921392056897172,-1.3931578136259175,-1.4407906507256,-1.6789191112810258,-0.7297903319221618,-0.5061918209054679,-0.0441209972106637,-0.4238814097941437,-0.5583560861455639,4.845946354475671,15.404200552851105,-5.600078357929986,11.0,11.0,47.5,36.07284297085551,0.7594282730706423,20.0,135.0,0.0,0.0,0.25,0.725,0.475,-0.021528079965434,0.2729713152506003,0.1327514674397719,3.0,3.0,237.5,2.5,0.0105263157894736,235.0,240.0,0.0,0.0,0.25,0.725,0.475,0.0332290010065888,0.4911891145110036,0.156347957292922,3.0,3.0,240.0,0.0,0.0,240.0,240.0,0.0,0.0,0.25,0.73,0.48,-0.004813826871362,0.5659263587415287,0.1704634867001687,17.0,2.75,Sameer,HOME,2025-12-04 08:44:02
-0.0004846060377376,0.2233942548098416,0.0499049930820444,1.0,-0.4992868984619051,1.4992868984619052,0.2233947804337789,1.1937091746192845,2.940372612167306,136.0,0.68,71.0,0.2526439663227495,9.981045585011255,0.0499052279250562,0.2128489091327259,0.064076175636677,0.3212277709250779,3.9940293706076666,0.0987969912985781,0.0001102496423269,0.0011159210494801,0.009914596400891,0.1003532219001733,0.0196966416020202,0.1993647916114954,0.0325905921962069,0.3298743386296675,0.0364839720850857,0.3692822176932284,57.57968549981459,27.39510221566609,98.0,98.0,0.1278957133445589,0.703550006268966,15.301224091333388,-3.0871423261738498,-2.3143259377683822,-2.536848147013571,-1.4343020125266204,-2.682558350131204,-2.568347369831032,-1.142952965238846,-0.0689542331012216,-1.3084089025359904,0.2492692112101286,-1.0822760065172587,-0.1441242264215121,-0.2169036288243055,4.599038396103696,15.301224091333388,-3.0871423261738498,6.0,6.0,90.0,40.49691346263317,0.4499657051403686,40.0,155.0,0.0,0.0,0.285,0.735,0.45,-0.0680184038250636,0.2884070638060855,0.1870804624454873,3.0,3.0,187.5,82.5,0.44,105.0,270.0,0.0,0.0,0.295,0.67,0.375,-0.0152351836385203,0.4893963320105831,0.1815902373996701,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,-0.0089756946752737,0.6013757542533791,0.19961552973024,10.0,3.0,Sameer,HOME,2025-12-04 08:44:03
-0.0007337315637387,0.213882529666957,0.0457457364967367,1.0,-0.4638467642112764,1.4638467642112765,0.2138837882092618,1.471941814085841,3.902500930320453,127.0,0.635,55.0,0.2780189270904943,9.149254971748878,0.0457462748587443,0.1931087598735478,0.0899739236291144,0.329868809916399,3.961819460113652,0.0882529900955463,6.021950256901799e-05,0.0006823508465332,0.009394428955617,0.106448845923536,0.0178305484716768,0.2020390292971242,0.0318283940340282,0.3606494687999187,0.0291372456836247,0.330155903149162,57.40304485938348,27.40077355890492,98.0,99.0,0.0951405292558456,0.705270109370588,14.731597138022352,-2.89251766118511,-2.4776426862768526,-2.4101285489735456,-1.8181361711593,-3.057660509955884,-2.3068237794597914,-1.0858076294132144,0.4156634459763429,-1.6918254707130784,-0.3504723070898139,-1.179875422607869,0.2284402818105584,-0.2996299477711695,4.471485922473395,14.731597138022352,-3.057660509955884,6.0,6.0,94.0,40.79215610874228,0.4339591075398114,40.0,155.0,0.0,0.0,0.27,0.74,0.47,-0.0582730046923728,0.2869948491324945,0.1635022144904735,3.0,3.0,235.0,35.0,0.1489361702127659,200.0,270.0,0.0,0.0,0.27,0.74,0.47,-0.007839730344573,0.4819674127734534,0.1726187453186871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.0006146660861221,0.6336428196377808,0.1973750915565827,10.0,3.0,Sameer,HOME,2025-12-04 08:44:03
-0.0004467669015356,0.2132475815853399,0.0454745310519962,1.0,-0.8234541066041077,1.823454106604108,0.2132480495870021,1.1864814934908967,5.386523345964028,137.0,0.685,48.0,0.2813906615629197,9.094946130532104,0.0454747306526605,0.1940750410294046,0.0825626864318856,0.3756624792245807,3.623437577422119,0.0897657412625981,5.667496973153785e-05,0.000631365249941,0.0086776916738509,0.0966704172675239,0.0168930126112277,0.1881899748701498,0.0353283565378708,0.3935616862469406,0.0288092070672597,0.3209376609600806,56.291115090680655,25.7382201057714,98.0,98.0,0.1298168782640519,0.6897607525874333,14.058148365592611,-3.385648497289055,-4.306003564226697,-3.005117054141699,-1.289564630348984,-3.678770809902072,-1.592245494869141,-1.6607408875931666,0.1046635227476936,-0.6241369885816153,-0.5624859549603809,-0.2127085748922791,-0.1125029600999576,-0.4820856560434416,4.42814158136267,14.058148365592611,-4.306003564226697,7.0,7.0,81.66666666666667,56.47024782032472,0.6914724222896904,20.0,190.0,0.0,0.0,0.255,0.745,0.49,-0.0350131247046963,0.2616943759862142,0.1269437301765107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.555,0.0,0.0061946316389218,0.4872865987763254,0.1717288257685388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.555,0.0,0.0128257800427324,0.4780181299816529,0.1702796244699513,9.0,3.5,Sameer,HOME,2025-12-04 08:44:04
-0.0006163042814046,0.1958689465580084,0.0383646442257439,0.9035900979414768,-1.0,1.903590097941477,0.1958699161604743,-0.2232298286274694,6.607253959686446,140.0,0.7,66.0,0.2313339715356826,7.673004811342251,0.0383650240567112,0.1754250493167896,0.0843335733062459,0.4264993864322707,3.2768755866890062,0.076614356688851,7.364301364026717e-05,0.000961216888412,0.0036613029260888,0.0477887315060198,0.0225854581855364,0.2947940716618149,0.026387475599143,0.3444194626846094,0.0239049576405734,0.3120166851554393,56.94162134786595,24.754728448674555,98.0,98.0,0.1123866710875496,0.6506406533599352,11.91780382309685,-2.907815890078851,-5.047062655169318,-2.308030992573693,1.0411277504130347,-3.3450770733966646,-1.6396923397201644,-1.7178922989238048,0.6160524101042306,-1.4269529166099453,-0.4168927315388879,-0.775878259513658,-0.4027320838697956,-0.4933110198292821,3.916362051176802,11.91780382309685,-5.047062655169318,4.0,4.0,130.0,36.74234614174768,0.2826334318595975,85.0,175.0,0.0,0.0,0.245,0.635,0.39,-0.041624995523178,0.2835661063783219,0.1432976642205125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655,0.655,0.0,-0.0021782779046815,0.4543107532674183,0.1441746794858833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0161229597842629,0.5518203124084406,0.1536232097929379,5.0,4.0,Sameer,HOME,2025-12-04 08:44:06
0.000576054182181,0.1796569990956087,0.0322766373240395,1.0,-0.5576308050095878,1.557630805009588,0.1796579226264746,0.7996686338917605,4.083216633362888,144.0,0.72,59.0,0.2249802956818025,6.455393832492069,0.0322769691624603,0.1693282013283279,0.0552026838220837,0.2610970606266239,3.594973049244803,0.0627322546138387,5.636532235530784e-05,0.0008985062407277,0.0070698597198388,0.1126989576907268,0.0167442559166772,0.2669162138848397,0.0127454563186888,0.203172297517902,0.0261149899825952,0.4162928640413482,57.32406758526348,27.388445614622288,98.0,98.0,0.0958601476088527,0.7028226050951829,12.744486279074868,-3.1238590587222737,-3.1060227978029964,-3.7512591930732935,-1.0863090835703415,-2.469400054525078,-1.6972159355749188,-1.9690987472701416,-0.2394556708757733,-0.8954196375902604,-0.1896034278062225,-0.0272354471715249,-0.0952999078428682,-0.4542840525192944,4.0015157858364745,12.744486279074868,-3.7512591930732935,8.0,8.0,67.14285714285714,53.040223473534205,0.7899607751377435,20.0,150.0,0.0,0.0,0.255,0.725,0.47,-0.0116323795175757,0.2965058111233365,0.1316438870589687,2.0,2.0,150.0,0.0,0.0,150.0,150.0,0.0,0.0,0.29,0.44,0.15,0.0038329120096556,0.49982421560674,0.1453970903392415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081536549526174,0.5212715652680406,0.1597646954883239,10.0,8.0,Sameer,HOME,2025-12-04 08:44:07
